Clinton,Trump,State,Place
191,728,Montana,Meagher
167,729,Montana,Daniels
205,695,Montana,Liberty
179,698,Montana,Wheatland
70,677,Montana,Carter
34,653,Montana,Garfield
100,555,Montana,Prairie
55,460,Montana,Wibaux
71,365,Montana,Golden Valley
59,350,Montana,Treasure
30,276,Montana,Petroleum
105207,102151,Nebraska,Douglas
60533,60456,Nebraska,Lancaster
27704,44649,Nebraska,Sarpy
6142,14139,Nebraska,Hall
4690,14424,Nebraska,Buffalo
2878,11992,Nebraska,Lincoln
4451,9736,Nebraska,Dodge
2612,10864,Nebraska,Platte
2663,10518,Nebraska,Madison
3151,9952,Nebraska,Scotts Bluff
3272,9205,Nebraska,Adams
3461,8388,Nebraska,Cass
2509,7486,Nebraska,Saunders
2606,7374,Nebraska,Washington
2930,6333,Nebraska,Gage
2116,5935,Nebraska,Dawson
1881,5451,Nebraska,Seward
2017,4833,Nebraska,Otoe
2904,4028,Nebraska,Dakota
1181,4686,Nebraska,York
635,4616,Nebraska,Custer
638,4212,Nebraska,Red Willow
522,4275,Nebraska,Holt
873,3763,Nebraska,Hamilton
1630,2849,Nebraska,Saline
953,3550,Nebraska,Box Butte
571,3832,Nebraska,Phelps
702,3610,Nebraska,Cheyenne
572,3533,Nebraska,Cedar
715,3181,Nebraska,Knox
712,3095,Nebraska,Cuming
560,3203,Nebraska,Keith
690,3068,Nebraska,Butler
828,2675,Nebraska,Wayne
601,2914,Nebraska,Merrick
798,2684,Nebraska,Richardson
382,3052,Nebraska,Pierce
785,2559,Nebraska,Dawes
928,2360,Nebraska,Burt
831,2387,Nebraska,Jefferson
550,2519,Nebraska,Kearney
381,2717,Nebraska,Antelope
857,2171,Nebraska,Colfax
317,2623,Nebraska,Cherry
765,2068,Nebraska,Nemaha
470,2373,Nebraska,Clay
544,2284,Nebraska,Howard
610,2100,Nebraska,Fillmore
414,2299,Nebraska,Boone
417,2173,Nebraska,Stanton
556,2041,Nebraska,Dixon
490,1993,Nebraska,Thayer
286,2192,Nebraska,Sheridan
411,2019,Nebraska,Polk
304,1915,Nebraska,Furnas
337,1770,Nebraska,Valley
282,1788,Nebraska,Morrill
348,1709,Nebraska,Nuckolls
560,1348,Nebraska,Johnson
911,1013,Nebraska,Thurston
171,1621,Nebraska,Chase
306,1320,Nebraska,Webster
250,1345,Nebraska,Franklin
227,1317,Nebraska,Kimball
280,1257,Nebraska,Nance
219,1302,Nebraska,Harlan
153,1380,Nebraska,Brown
338,1143,Nebraska,Sherman
158,1216,Nebraska,Hitchcock
160,1202,Nebraska,Perkins
279,970,Nebraska,Pawnee
161,1106,Nebraska,Frontier
210,911,Nebraska,Greeley
128,978,Nebraska,Boyd
153,869,Nebraska,Garden
165,792,Nebraska,Gosper
120,809,Nebraska,Deuel
121,819,Nebraska,Garfield
89,823,Nebraska,Dundy
70,687,Nebraska,Rock
77,602,Nebraska,Sioux
39,458,Nebraska,Keya Paha
30,471,Nebraska,Hayes
62,377,Nebraska,Wheeler
32,400,Nebraska,Logan
40,355,Nebraska,Hooker
20,367,Nebraska,Grant
18,355,Nebraska,Banner
30,344,Nebraska,Thomas
48,323,Nebraska,Loup
30,273,Nebraska,Blaine
14,257,Nebraska,McPherson
16,237,Nebraska,Arthur
401068,319571,Nevada,Clark
97032,94529,Nevada,Washoe
8453,17406,Nevada,Douglas
9610,13125,Nevada,Carson City
6146,16005,Nevada,Lyon
5095,13320,Nevada,Nye
3400,13542,Nevada,Elko
2210,7828,Nevada,Churchill
1386,4521,Nevada,Humboldt
707,2723,Nevada,White Pine
752,1616,Nevada,Storey
403,1828,Nevada,Lander
285,1671,Nevada,Lincoln
637,1179,Nevada,Mineral
430,1403,Nevada,Pershing
74,723,Nevada,Eureka
65,329,Nevada,Esmeralda
24700,21414,New Hampshire,Manchester
22690,17476,New Hampshire,Nashua
12884,7776,New Hampshire,Concord
10118,6015,New Hampshire,Dover
6825,9237,New Hampshire,Derry
6068,9312,New Hampshire,Salem
6267,7789,New Hampshire,Rochester
6405,7397,New Hampshire,Merrimack
5968,7338,New Hampshire,Londonderry
5851,6816,New Hampshire,Bedford
5306,7220,New Hampshire,Hudson
8911,3632,New Hampshire,Portsmouth
7932,3831,New Hampshire,Keene
4953,4802,New Hampshire,Hampton
4146,5009,New Hampshire,Goffstown
6501,2450,New Hampshire,Durham
5514,3286,New Hampshire,Exeter
3507,4825,New Hampshire,Windham
3816,3850,New Hampshire,Milford
3436,4225,New Hampshire,Hooksett
3303,4303,New Hampshire,Laconia
6561,926,New Hampshire,Hanover
2719,4624,New Hampshire,Pelham
3777,3271,New Hampshire,Amherst
4898,1841,New Hampshire,Lebanon
2529,2680,New Hampshire,Claremont
1966,3186,New Hampshire,Hampstead
3157,1836,New Hampshire,Newmarket
1921,3151,New Hampshire,Raymond
2743,2301,New Hampshire,Conway
2642,2388,New Hampshire,Somersworth
2375,2469,New Hampshire,Barrington
2529,2310,New Hampshire,Hollis
1734,2957,New Hampshire,Weare
2570,2119,New Hampshire,Bow
1923,2720,New Hampshire,Litchfield
2593,2005,New Hampshire,Stratham
1973,2504,New Hampshire,Gilford
1595,2743,New Hampshire,Seabrook
1671,2595,New Hampshire,Atkinson
1672,2531,New Hampshire,Plaistow
1871,2176,New Hampshire,Wolfeboro
1709,2160,New Hampshire,Meredith
2211,1579,New Hampshire,Rye
1625,2117,New Hampshire,Epping
1810,1919,New Hampshire,Pembroke
1954,1766,New Hampshire,Berlin
2487,1179,New Hampshire,Peterborough
2240,1427,New Hampshire,Hopkinton
1807,1828,New Hampshire,Swanzey
2143,1394,New Hampshire,Plymouth
1487,2049,New Hampshire,Franklin
1422,2081,New Hampshire,Kingston
1272,2192,New Hampshire,Belmont
1207,2144,New Hampshire,Sandown
1307,2031,New Hampshire,Auburn
1152,2201,New Hampshire,Alton
1292,1961,New Hampshire,Rindge
1381,1792,New Hampshire,New Boston
1136,1950,New Hampshire,Loudon
1148,1888,New Hampshire,Moultonborough
1562,1448,New Hampshire,North Hampton
1417,1501,New Hampshire,Brookline
1127,1785,New Hampshire,Farmington
1198,1588,New Hampshire,Hillsborough
1092,1727,New Hampshire,Chester
1365,1511,New Hampshire,Nottingham
1085,1665,New Hampshire,Newport
1765,1094,New Hampshire,New London
1091,1607,New Hampshire,Deerfield
1239,1436,New Hampshire,Littleton
769,1894,New Hampshire,New Ipswich
1311,1284,New Hampshire,Jaffrey
873,1741,New Hampshire,Wakefield
991,1593,New Hampshire,Newton
965,1591,New Hampshire,Fremont
1429,1060,New Hampshire,Henniker
1630,824,New Hampshire,Lee
919,1546,New Hampshire,Epsom
924,1520,New Hampshire,Barnstead
1396,1074,New Hampshire,Greenland
1056,1385,New Hampshire,Northwood
860,1580,New Hampshire,Danville
855,1553,New Hampshire,Candia
1145,1267,New Hampshire,Brentwood
1445,931,New Hampshire,Enfield
1109,1289,New Hampshire,Strafford
884,1330,New Hampshire,Northfield
1041,1159,New Hampshire,Charlestown
847,1339,New Hampshire,Milton
788,1333,New Hampshire,Gilmanton
1028,1061,New Hampshire,Wilton
874,1203,New Hampshire,Allenstown
770,1294,New Hampshire,Ossipee
1166,910,New Hampshire,Chesterfield
785,1186,New Hampshire,Haverhill
928,1044,New Hampshire,Sunapee
1169,755,New Hampshire,Walpole
1265,699,New Hampshire,Grantham
691,1125,New Hampshire,Pittsfield
1094,730,New Hampshire,Bartlett
748,1035,New Hampshire,Sanbornton
938,850,New Hampshire,Canaan
890,870,New Hampshire,Campton
833,929,New Hampshire,Boscawen
780,973,New Hampshire,Tilton
681,1026,New Hampshire,Dunbarton
874,790,New Hampshire,Warner
840,829,New Hampshire,Winchester
917,733,New Hampshire,Hinsdale
578,981,New Hampshire,New Durham
674,891,New Hampshire,Tuftonboro
626,900,New Hampshire,Bristol
739,761,New Hampshire,Tamworth
657,841,New Hampshire,Lancaster
769,711,New Hampshire,Rollinsford
646,851,New Hampshire,Chichester
672,822,New Hampshire,Hampton Falls
815,671,New Hampshire,Canterbury
608,830,New Hampshire,East Kingston
770,693,New Hampshire,Gorham
757,686,New Hampshire,Mont Vernon
668,748,New Hampshire,Antrim
736,651,New Hampshire,Thornton
957,458,New Hampshire,Plainfield
721,654,New Hampshire,Madison
796,573,New Hampshire,Bethlehem
703,673,New Hampshire,Andover
642,668,New Hampshire,Kensington
544,737,New Hampshire,New Hampton
621,662,New Hampshire,Newbury
704,546,New Hampshire,Holderness
577,623,New Hampshire,Fitzwilliam
607,560,New Hampshire,Sutton
713,433,New Hampshire,Hancock
890,232,New Hampshire,Lyme
711,408,New Hampshire,Marlborough
499,602,New Hampshire,Webster
603,474,New Hampshire,Newfields
632,422,New Hampshire,Madbury
472,563,New Hampshire,Whitefield
504,520,New Hampshire,Ashland
470,503,New Hampshire,Lyndeborough
383,586,New Hampshire,Deering
522,444,New Hampshire,Alstead
359,593,New Hampshire,Colebrook
555,411,New Hampshire,Westmoreland
598,370,New Hampshire,Dublin
570,400,New Hampshire,Cornish
422,509,New Hampshire,Troy
387,539,New Hampshire,Northumberland
578,360,New Hampshire,Sandwich
442,485,New Hampshire,Bradford
471,444,New Hampshire,Francestown
425,476,New Hampshire,Freedom
343,546,New Hampshire,Alexandria
379,493,New Hampshire,Greenville
289,602,New Hampshire,Middleton
433,414,New Hampshire,Greenfield
499,342,New Hampshire,Wilmot
365,457,New Hampshire,Rumney
405,400,New Hampshire,Temple
306,477,New Hampshire,Mason
317,481,New Hampshire,Effingham
408,367,New Hampshire,Lincoln
344,422,New Hampshire,Springfield
288,490,New Hampshire,Salisbury
327,422,New Hampshire,Bennington
281,473,New Hampshire,Unity
481,279,New Hampshire,New Castle
350,378,New Hampshire,Stoddard
378,335,New Hampshire,Woodstock
298,414,New Hampshire,Milan
483,233,New Hampshire,Franconia
417,256,New Hampshire,Orford
267,423,New Hampshire,Bridgewater
324,357,New Hampshire,Center Harbor
267,397,New Hampshire,Grafton
262,395,New Hampshire,Lisbon
247,400,New Hampshire,Washington
226,428,New Hampshire,Lempster
247,386,New Hampshire,Danbury
446,202,New Hampshire,Harrisville
430,212,New Hampshire,Jackson
269,357,New Hampshire,Richmond
216,357,New Hampshire,Jefferson
271,292,New Hampshire,Newington
246,315,New Hampshire,South Hampton
274,240,New Hampshire,Acworth
176,341,New Hampshire,Hill
211,292,New Hampshire,Bath
175,323,New Hampshire,Wentworth
237,244,New Hampshire,Surry
192,280,New Hampshire,Dalton
173,291,New Hampshire,Monroe
213,245,New Hampshire,Carroll
121,343,New Hampshire,Pittsburg
180,261,New Hampshire,Warren
197,231,New Hampshire,Gilsum
156,262,New Hampshire,Brookfield
219,200,New Hampshire,Marlow
153,260,New Hampshire,Goshen
175,238,New Hampshire,Hebron
259,138,New Hampshire,Nelson
237,159,New Hampshire,Sugar Hill
126,271,New Hampshire,Croydon
195,182,New Hampshire,Albany
196,172,New Hampshire,Sullivan
184,197,New Hampshire,Langdon
179,175,New Hampshire,Piermont
95,231,New Hampshire,Stewartstown
109,219,New Hampshire,Columbia
112,196,New Hampshire,Groton
126,169,New Hampshire,Lyman
98,186,New Hampshire,Stark
157,109,New Hampshire,Eaton
132,126,New Hampshire,Stratford
150,99,New Hampshire,Waterville
125,116,New Hampshire,Shelburne
160,79,New Hampshire,Randolph
105,127,New Hampshire,Landaff
132,94,New Hampshire,Sharon
51,136,New Hampshire,Dorchester
79,103,New Hampshire,Chatham
54,135,New Hampshire,Errol
118,65,New Hampshire,Easton
72,105,New Hampshire,Benton
68,95,New Hampshire,Clarksville
65,99,New Hampshire,Dummer
73,85,New Hampshire,Orange
72,58,New Hampshire,Roxbury
28,94,New Hampshire,Windsor
26,24,New Hampshire,Ellsworth
17,14,New Hampshire,Harts Location
4,16,New Hampshire,Millsfield
5,13,New Hampshire,Wentworth's Location
4,2,New Hampshire,Dixville
209251,163220,New Jersey,Bergen
135825,165305,New Jersey,Monmouth
231031,62059,New Jersey,Essex
164887,108981,New Jersey,Middlesex
81845,170103,New Jersey,Ocean
114437,125376,New Jersey,Morris
148009,44911,New Jersey,Hudson
132590,62437,New Jersey,Union
107485,79085,New Jersey,Burlington
112608,71488,New Jersey,Passaic
117308,59716,New Jersey,Camden
83839,64640,New Jersey,Somerset
93721,42604,New Jersey,Mercer
66355,66949,New Jersey,Gloucester
54175,47741,New Jersey,Atlantic
24132,46486,New Jersey,Sussex
28797,38565,New Jersey,Hunterdon
26090,23363,New Jersey,Cumberland
16991,29393,New Jersey,Warren
18626,28237,New Jersey,Cape May
11766,16256,New Jersey,Salem
141960,93874,New Mexico,Bernalillo
49956,14198,New Mexico,Santa Fe
37543,25095,New Mexico,Dona Ana
27405,25748,New Mexico,Sandoval
12826,27879,New Mexico,San Juan
10810,13175,New Mexico,Valencia
13162,4893,New Mexico,McKinley
5530,12869,New Mexico,Chaves
6033,11756,New Mexico,Otero
5008,13124,New Mexico,Eddy
3877,12306,New Mexico,Lea
10550,2706,New Mexico,Taos
9534,3583,New Mexico,Rio Arriba
6226,5251,New Mexico,Grant
2776,7560,New Mexico,Curry
5443,3329,New Mexico,Los Alamos
7249,2302,New Mexico,San Miguel
2329,5889,New Mexico,Lincoln
3721,3179,New Mexico,Cibola
3195,3478,New Mexico,Luna
3275,2592,New Mexico,Socorro
1770,3695,New Mexico,Torrance
1445,3865,New Mexico,Roosevelt
2118,2569,New Mexico,Colfax
1600,2998,New Mexico,Sierra
1016,2208,New Mexico,Quay
1533,662,New Mexico,Mora
426,1453,New Mexico,Catron
780,906,New Mexico,Hidalgo
962,591,New Mexico,Guadalupe
318,1214,New Mexico,Union
192,617,New Mexico,DeBaca
156,311,New Mexico,Harding
595086,133653,New York,Brooklyn
473389,138550,New York,Queens
276953,328403,New York,Suffolk
515481,58935,New York,Manhattan
307326,275479,New York,Nassau
192065,173817,New York,Erie
245670,121643,New York,Westchester
318403,34424,New York,Bronx
174063,128871,New York,Monroe
102915,78277,New York,Onondaga
67561,95612,New York,Staten Island
63037,72129,New York,Orange
74775,44227,New York,Albany
63454,57148,New York,Rockland
56874,58163,New York,Dutchess
46546,51088,New York,Saratoga
32888,49223,New York,Niagara
30749,48490,New York,Oneida
35212,38077,New York,Broome
40010,32962,New York,Ulster
30039,31933,New York,Rensselaer
30870,27268,New York,Schenectady
17176,29042,New York,Chautauqua
20040,24237,New York,Ontario
17363,25241,New York,Putnam
15614,25870,New York,Oswego
11215,25091,New York,Steuben
25555,9647,New York,Tompkins
12378,21935,New York,Wayne
14659,18450,New York,Saint Lawrence
12289,19947,New York,Jefferson
12394,19025,New York,Chemung
12202,16194,New York,Cayuga
10478,17112,New York,Livingston
8717,18668,New York,Cattaraugus
13446,13181,New York,Clinton
11366,14284,New York,Warren
10548,14901,New York,Madison
13123,12756,New York,Columbia
10983,14626,New York,Sullivan
6946,15986,New York,Genesee
7289,15664,New York,Herkimer
9285,12284,New York,Otsego
8238,12770,New York,Washington
6852,12528,New York,Tioga
5770,12448,New York,Fulton
6370,11546,New York,Greene
7976,9207,New York,Cortland
5943,11024,New York,Chenango
5825,11012,New York,Delaware
5961,10579,New York,Montgomery
4473,11712,New York,Allegany
4327,11582,New York,Orleans
3585,11884,New York,Wyoming
6517,7636,New York,Franklin
6760,7275,New York,Essex
5175,6719,New York,Seneca
3777,8173,New York,Schoharie
2828,6916,New York,Lewis
3219,5180,New York,Yates
2761,5179,New York,Schuyler
752,1795,New York,Hamilton
298353,193607,North Carolina,Wake
292258,154303,North Carolina,Mecklenburg
147949,97461,North Carolina,Guilford
92488,74793,North Carolina,Forsyth
118783,27879,North Carolina,Durham
74937,55339,North Carolina,Buncombe
70523,50593,North Carolina,Cumberland
50219,54665,North Carolina,New Hanover
34051,66265,North Carolina,Union
30982,61467,North Carolina,Gaston
35048,53224,North Carolina,Cabarrus
28153,54082,North Carolina,Johnston
24441,54164,North Carolina,Iredell
59105,18373,North Carolina,Orange
40967,35191,North Carolina,Pitt
17328,52870,North Carolina,Davidson
21050,48062,North Carolina,Catawba
29268,38235,North Carolina,Alamance
23117,42440,North Carolina,Brunswick
13074,49156,North Carolina,Randolph
19208,42388,North Carolina,Rowan
19664,35535,North Carolina,Henderson
17156,36342,North Carolina,Onslow
21520,27360,North Carolina,Wayne
16148,30273,North Carolina,Moore
23024,23142,North Carolina,Nash
17481,27556,North Carolina,Craven
16452,27278,North Carolina,Harnett
14896,28394,North Carolina,Cleveland
14057,26463,North Carolina,Rockingham
18377,20294,North Carolina,Robeson
9836,28653,North Carolina,Lincoln
20953,17012,North Carolina,Chatham
10930,25741,North Carolina,Burke
19527,17410,North Carolina,Wilson
9806,26228,North Carolina,Carteret
8403,26499,North Carolina,Caldwell
7438,23495,North Carolina,Surry
6596,23613,North Carolina,Wilkes
10414,18844,North Carolina,Haywood
12811,16320,North Carolina,Franklin
7451,21694,North Carolina,Rutherford
7008,21788,North Carolina,Stanly
13953,13521,North Carolina,Watauga
9086,17317,North Carolina,Pender
12827,13500,North Carolina,Granville
10486,14761,North Carolina,Sampson
11752,13354,North Carolina,Lenoir
15642,8954,North Carolina,Halifax
10380,13625,North Carolina,Lee
16152,8219,North Carolina,Edgecombe
8699,14478,North Carolina,Beaufort
8991,14177,North Carolina,Columbus
4645,16976,North Carolina,Stokes
5228,15502,North Carolina,Davie
8196,12151,North Carolina,Duplin
12168,7304,North Carolina,Vance
4645,14517,North Carolina,McDowell
7772,11116,North Carolina,Person
7079,11283,North Carolina,Dare
8290,10199,North Carolina,Richmond
3750,13826,North Carolina,Alexander
7564,9706,North Carolina,Jackson
9608,7676,North Carolina,Hoke
6520,10441,North Carolina,Transylvania
3140,13815,North Carolina,Yadkin
4841,12035,North Carolina,Macon
8455,8082,North Carolina,Pasquotank
7021,8511,North Carolina,Bladen
2809,10711,North Carolina,Cherokee
7279,6212,North Carolina,Scotland
3476,9353,North Carolina,Ashe
2879,9070,North Carolina,Currituck
5814,5874,North Carolina,Martin
4108,7070,North Carolina,Montgomery
3899,6735,North Carolina,Madison
3715,6738,North Carolina,Polk
4549,5758,North Carolina,Caswell
5785,4480,North Carolina,Anson
6668,3302,North Carolina,Warren
6886,3081,North Carolina,Hertford
3181,6367,North Carolina,Yancey
6113,3556,North Carolina,Northampton
5837,3476,North Carolina,Bertie
1670,6226,North Carolina,Avery
3570,4358,North Carolina,Greene
1585,6225,North Carolina,Mitchell
2965,3983,North Carolina,Chowan
2427,4225,North Carolina,Pamlico
2291,4143,North Carolina,Perquimans
3490,2560,North Carolina,Washington
2186,3557,North Carolina,Swain
1352,4395,North Carolina,Clay
2371,2851,North Carolina,Gates
1300,3789,North Carolina,Alleghany
2041,2941,North Carolina,Jones
1266,3527,North Carolina,Camden
761,3260,North Carolina,Graham
956,1275,North Carolina,Hyde
705,968,North Carolina,Tyrrell
31291,39738,North Dakota,Cass
10865,32499,North Dakota,Burleigh
10828,16325,North Dakota,Grand Forks
5792,18601,North Dakota,Ward
3077,11319,North Dakota,Morton
1722,10033,North Dakota,Williams
1745,9718,North Dakota,Stark
2484,6706,North Dakota,Stutsman
2064,4759,North Dakota,Richland
1597,3156,North Dakota,Barnes
1505,3216,North Dakota,Ramsey
1070,3827,North Dakota,McLean
696,3661,North Dakota,McKenzie
616,3715,North Dakota,Mercer
1166,2991,North Dakota,Walsh
1211,2551,North Dakota,Mountrail
1239,2263,North Dakota,Traill
2097,1210,North Dakota,Rolette
734,2482,North Dakota,Bottineau
681,2204,North Dakota,Pembina
474,1991,North Dakota,McHenry
551,1656,North Dakota,Dickey
419,1793,North Dakota,Wells
836,1209,North Dakota,Ransom
356,1753,North Dakota,Dunn
500,1475,North Dakota,LaMoure
431,1433,North Dakota,Pierce
693,1088,North Dakota,Sargent
476,1356,North Dakota,Cavalier
215,1672,North Dakota,Emmons
842,927,North Dakota,Benson
227,1445,North Dakota,Bowman
346,1237,North Dakota,Foster
536,1025,North Dakota,Nelson
233,1095,North Dakota,McIntosh
187,1098,North Dakota,Grant
179,1106,North Dakota,Kidder
168,1032,North Dakota,Hettinger
200,978,North Dakota,Renville
298,847,North Dakota,Griggs
354,790,North Dakota,Eddy
216,904,North Dakota,Adams
243,860,North Dakota,Divide
758,256,North Dakota,Sioux
305,733,North Dakota,Towner
118,879,North Dakota,Burke
112,867,North Dakota,Logan
119,827,North Dakota,Oliver
361,537,North Dakota,Steele
99,793,North Dakota,Golden Valley
94,644,North Dakota,Sheridan
58,492,North Dakota,Billings
42,361,North Dakota,Slope
383974,179894,Ohio,Cuyahoga
335961,192328,Ohio,Franklin
207587,169972,Ohio,Hamilton
129922,109531,Ohio,Summit
117661,120766,Ohio,Montgomery
107363,74102,Ohio,Lucas
66581,96345,Ohio,Stark
56700,104441,Ohio,Butler
64958,65346,Ohio,Lorain
33036,75947,Ohio,Warren
56188,52808,Ohio,Mahoning
45056,62627,Ohio,Lake
39584,55660,Ohio,Delaware
26096,65960,Ohio,Clermont
42130,48152,Ohio,Trumbull
31582,53811,Ohio,Medina
28023,47506,Ohio,Greene
26360,49346,Ohio,Licking
31463,38978,Ohio,Portage
24150,43163,Ohio,Fairfield
26440,31734,Ohio,Wood
22666,34311,Ohio,Clark
15629,35805,Ohio,Richland
12832,36311,Ohio,Miami
17165,29577,Ohio,Geauga
14670,31622,Ohio,Wayne
12273,31086,Ohio,Columbiana
12815,29858,Ohio,Allen
11895,26105,Ohio,Tuscarawas
15191,22755,Ohio,Ashtabula
15692,19301,Ohio,Erie
10926,23588,Ohio,Muskingum
9419,23777,Ohio,Hancock
9483,20668,Ohio,Jefferson
8652,20729,Ohio,Belmont
8841,19742,Ohio,Scioto
7841,19901,Ohio,Washington
9905,17833,Ohio,Ross
15552,10816,Ohio,Athens
7959,18563,Ohio,Knox
9733,16045,Ohio,Sandusky
7530,17601,Ohio,Union
6849,18240,Ohio,Lawrence
7748,16563,Ohio,Marion
4395,19698,Ohio,Darke
7080,15930,Ohio,Huron
5659,17169,Ohio,Ashland
6325,16482,Ohio,Pickaway
7237,14559,Ohio,Seneca
4143,18148,Ohio,Shelby
3825,18130,Ohio,Auglaize
8136,12389,Ohio,Ottawa
3335,17200,Ohio,Mercer
4537,15586,Ohio,Logan
5981,13419,Ohio,Fulton
4323,15376,Ohio,Preble
4270,14257,Ohio,Brown
4518,13265,Ohio,Crawford
2874,14704,Ohio,Putnam
3943,13466,Ohio,Clinton
5282,11478,Ohio,Defiance
4488,12314,Ohio,Champaign
3436,13005,Ohio,Highland
4287,11706,Ohio,Williams
4662,11319,Ohio,Madison
3711,11722,Ohio,Morrow
4286,11164,Ohio,Guernsey
3908,10381,Ohio,Coshocton
4072,9978,Ohio,Perry
3690,9136,Ohio,Henry
2667,10328,Ohio,Van Wert
3142,9618,Ohio,Jackson
3124,9067,Ohio,Carroll
2564,9567,Ohio,Gallia
3713,8282,Ohio,Hocking
2870,8541,Ohio,Hardin
3443,7669,Ohio,Pike
2293,8445,Ohio,Adams
1766,8578,Ohio,Holmes
2672,7763,Ohio,Fayette
2484,7346,Ohio,Wyandot
2157,6869,Ohio,Meigs
2068,6359,Ohio,Paulding
1663,5021,Ohio,Harrison
1647,4781,Ohio,Monroe
1711,4315,Ohio,Morgan
1201,4441,Ohio,Noble
1332,3799,Ohio,Vinton
112661,141429,Oklahoma,Oklahoma
87663,143985,Oklahoma,Tulsa
38790,62469,Oklahoma,Cleveland
11666,39969,Oklahoma,Canadian
7895,30893,Oklahoma,Rogers
11439,19153,Oklahoma,Comanche
6711,22967,Oklahoma,Wagoner
5834,21539,Oklahoma,Creek
8785,16644,Oklahoma,Payne
6005,17826,Oklahoma,Pottawatomie
7969,15029,Oklahoma,Muskogee
3878,17293,Oklahoma,Grady
5047,15810,Oklahoma,Washington
4391,15998,Oklahoma,Garfield
4239,13613,Oklahoma,Logan
5593,12559,Oklahoma,Osage
4002,13751,Oklahoma,Carter
3084,14166,Oklahoma,Stephens
3704,12740,Oklahoma,Pittsburg
3245,13346,Oklahoma,LeFlore
2893,13151,Oklahoma,McClain
3734,12168,Oklahoma,Kay
5455,9992,Oklahoma,Cherokee
3423,11550,Oklahoma,Mayes
3306,11796,Oklahoma,Delaware
3633,10420,Oklahoma,Pontotoc
3061,10888,Oklahoma,Sequoyah
2423,10838,Oklahoma,Lincoln
4379,8926,Oklahoma,Okmulgee
2793,10449,Oklahoma,Bryan
1799,8642,Oklahoma,McCurtain
2584,7627,Oklahoma,Ottawa
2102,7818,Oklahoma,Custer
1852,8243,Oklahoma,Garvin
2418,6473,Oklahoma,Caddo
2067,5612,Oklahoma,Seminole
2122,5501,Oklahoma,McIntosh
1473,5969,Oklahoma,Jackson
871,6329,Oklahoma,Woodward
958,6287,Oklahoma,Beckham
1374,4753,Oklahoma,Adair
1341,4716,Oklahoma,Pawnee
783,5151,Oklahoma,Kingfisher
1249,4279,Oklahoma,Craig
855,4615,Oklahoma,Texas
1086,4173,Oklahoma,Murray
1095,4202,Oklahoma,Marshall
1064,4202,Oklahoma,Choctaw
795,4068,Oklahoma,Atoka
901,3707,Oklahoma,Noble
882,3697,Oklahoma,Haskell
588,3851,Oklahoma,Washita
961,3387,Oklahoma,Hughes
748,3581,Oklahoma,Pushmataha
742,3321,Oklahoma,Nowata
797,3094,Oklahoma,Latimer
782,3081,Oklahoma,Johnston
943,2791,Oklahoma,Okfuskee
711,2884,Oklahoma,Blaine
735,2920,Oklahoma,Love
521,2945,Oklahoma,Woods
766,2593,Oklahoma,Kiowa
310,2940,Oklahoma,Major
657,1944,Oklahoma,Tillman
424,2054,Oklahoma,Cotton
411,1892,Oklahoma,Coal
365,1905,Oklahoma,Jefferson
216,1931,Oklahoma,Alfalfa
222,1964,Oklahoma,Dewey
176,1987,Oklahoma,Beaver
287,1827,Oklahoma,Grant
323,1482,Oklahoma,Greer
155,1610,Oklahoma,Ellis
151,1546,Oklahoma,Roger Mills
131,1307,Oklahoma,Harper
70,962,Oklahoma,Cimarron
224,714,Oklahoma,Harmon
271754,63055,Oregon,Multnomah
137818,75903,Oregon,Washington
90187,79062,Oregon,Clackamas
100497,66218,Oregon,Lane
48803,54336,Oregon,Marion
43550,53083,Oregon,Jackson
40222,43667,Oregon,Deschutes
17456,32683,Oregon,Linn
13891,34112,Oregon,Douglas
28431,13030,Oregon,Benton
18635,22589,Oregon,Yamhill
13223,26582,Oregon,Josephine
15741,18333,Oregon,Polk
10355,17699,Oregon,Coos
7080,20170,Oregon,Klamath
7466,16775,Oregon,Umatilla
9959,12967,Oregon,Columbia
12300,9901,Oregon,Lincoln
8899,7794,Oregon,Clatsop
5701,6486,Oregon,Tillamook
3221,8378,Oregon,Union
4253,7157,Oregon,Curry
2591,8388,Oregon,Crook
4634,5721,Oregon,Wasco
6359,3223,Oregon,Hood River
2213,7141,Oregon,Malheur
2892,5337,Oregon,Jefferson
1781,6160,Oregon,Baker
1097,2825,Oregon,Wallowa
732,3187,Oregon,Grant
1004,2698,Oregon,Morrow
682,2904,Oregon,Harney
628,3001,Oregon,Lake
202,726,Oregon,Sherman
221,632,Oregon,Gilliam
153,583,Oregon,Wheeler
560542,105418,Pennsylvania,Philadelphia
363017,257488,Pennsylvania,Allegheny
251063,160803,Pennsylvania,Montgomery
165861,163873,Pennsylvania,Bucks
169169,106559,Pennsylvania,Delaware
140188,115582,Pennsylvania,Chester
90066,137145,Pennsylvania,Lancaster
67428,126933,Pennsylvania,York
59506,116427,Pennsylvania,Westmoreland
75169,93094,Pennsylvania,Berks
77087,70285,Pennsylvania,Lehigh
65936,71384,Pennsylvania,Northampton
51454,77508,Pennsylvania,Luzerne
64287,60620,Pennsylvania,Dauphin
54820,57168,Pennsylvania,Erie
44282,65649,Pennsylvania,Cumberland
51593,48102,Pennsylvania,Lackawanna
34436,58941,Pennsylvania,Washington
26834,61388,Pennsylvania,Butler
